,Title,Price,Rating,Review Count,Availability,Brand,Model Name,Screen Size,Color,Hard Disk Size,CPU Model,Ram Memory Installed Size,Unnamed: 12,Memory Storage Capacity,Display Resolution Maximum,Operating System,Special Feature,CPU Speed,Graphics Card Description,Graphics Coprocessor,Resolution,Aspect Ratio,pricePerRam,priceperharddrive,LogPrice
847,"HP 15 Laptop for Business and Home (15.6"" FHD Anti-Glare, Intel Core i5-1135G7 (Beats i7-10510U), 32GB RAM, 1TB SSD), Narrow-Bezel, Long Battery Life, Webcam, Numpad, IST SD Card, Win 11 Pro, Silver",599,5.0,0.0008912159527655545,This item cannot be shipped to your selected delivery location. Please choose a different delivery location.,HP,Laptop 15,15.6,Silver,1024,Core i5,32,,,,,,,,,,,18.71875,0.5849609375,6.396929655216146
848,"15.6"" Laptop Computer, 16GB LPDDR4 RAM 512GB SSD, Intel UHD Graphics, Intel Celeron N5095, 1080P FHD IPS Display, Fingerprint, Backlit KB, Wi-Fi 5, BT5.0, Windows 11 Laptop for Business Office",599,5.0,0.00013925249261961787,In Stock,BLUEING,BLNC154-16-512,15.6,Gray,512,Celeron N,16,,,,,,,,,,,37.4375,1.169921875,6.396929655216146
849,"HP 15.6"" FHD Display Laptop | Intel Core i5-1235U(Beat AMD Ryzen 5 7520U) | Intel Iris Xe Graphics |Camera|Silver| WiFi | 8GB RAM | 256GB SSD | Windows 11 Home | Bundle with 64GB USB Flash Drive",379,4.3,0.0008912159527655545,out of stock,HP,HP,15.6,Silver,256,Core i5,8,,,,,,,,,,,47.375,1.48046875,5.940171252720432
850,"Gaming Laptop, 16 Inch FHD Display (1920 x 1200), N95 Laptop Computer (up to 3.4GHz), 16GB RAM 512GB SSD, Supports 180 Angle Opening, Bluetooth, Backlit Keyboard, Windows 11 Pro",339,4.2,0.0024786943686291984,In Stock,FUNYET,DuetBook,16.0,Gray,512,1.2GHz Cortex A8 Processor,16,,,,,,,,,,,21.1875,0.662109375,5.8289456176102075
851,"Dell G16 Gaming 7630 2024 Business Laptop 16"" WQXGA IPS 14-Core Intel i7-13650HX 16GB DDR5 1TB SSD NVIDIA GeForce RTX 4060 8GB GDDR6 Wi-Fi 6 RGB Backlit Keyboard Win11 Home",1179,4.3,0.0008912159527655545,out of stock,Dell,G16 Gaming,16.0,Metallic Nightshade Black,1024,Core i7 Family,16,,,,,,,,,,,73.6875,1.1513671875,7.07326971745971
852,"HP 2024 14"" Laptop Notebook Thin Light for Students Business, Quad-Core Intel N4120, 16GB RAM, 320GB (64GB eMMC+ 256GB Card), 1 Year Office 365, Webcam WiFi, Windows 11S, HubxcelAccessory White",319,3.9,0.0003063554837631593,In Stock,HP,Newest HP 14 Inch Laptop,14.0,Snowflake White,320,Celeron N,16,,,,,,,,,,,19.9375,0.996875,5.768320995793772
853,"HP Envy 17 2023 Business Laptop 17.3"" FHD IPS Touchscreen 10-Core Intel i7-1355U 64GB DDR4 2TB SSD NVDIA GeForce RTX 3050 4GB GDDR6 Thunderbolt 4 Wi-Fi 6E Backlit KB Windows 11 Home w/ONT 32GB USB",599,5.0,2.785049852392357e-05,out of stock,HP,Envy 17-CR100,17.3,Platinum Silver,2048,Core i7 Family,64,,,,,,,,,,,9.359375,0.29248046875,6.396929655216146
854,"ASUS TUF Gaming F15 (2023) Gaming Laptop, 15.6” FHD 144Hz, 100% sRGB Display, GeForce RTX 4050, Intel Core i5-13500H, 16GB DDR4, 512GB PCIe SSD Gen 4, Wi-Fi 6, Windows 11, FX507VU-ES53",1070,4.4,0.0034256113184426003,In Stock,ASUS,TUF Gaming F15,15.6,Blue,1024,Core i5,16,,,,,,,,,,,66.875,1.044921875,6.976348070447749
855,"LG gram Style 16” OLED Laptop, Intel 13th Gen Core i7 Evo Platform, Windows 11 Home, 32GB RAM, 1TB SSD, Dynamic White",7,3.8,0.00041775747785885366,out of stock,LG,16Z90RS-K.ADW8U1,16.0,Dynamic White,1024,Core i7,32,,,,,,,,,,,0.21875,0.0068359375,2.0794415416798357
856,"MSI Modern 14 C13M Business Laptop 2025, 14"" FHD IPS, Intel i7-1355U 10-Core, Iris Xe Graphics, 16GB LPDDR4 512GB SSD, Backlit Keyboard, Wi-Fi 6E, Card Reader, Win11 Pro, COU 32GB USB",489,4.3,0.0008912159527655545,out of stock,MSI,MSI Modern 14 C13M,14.0,Classic Black,512,Core i7 Family,16,,,,,,,,,,,30.5625,0.955078125,6.194405391104672
857,"CHUWI GemiBook Plus Laptop 15.6'', 512GB SSD 16GB LPDDR5, Intel N100(Up to 3.4GHz, TDP 15W), Windows 11 Laptops Computer, 1TB SSD Expend, IPS FHD 1920 * 1080, HDMI, WiFi 6, BT5.2, USB 3.0, Webcam",289,4.0,0.0005013089734306244,In Stock,CHUWI,CHUWI GemiBook Plus-16G,15.6,Gray,512,Celeron N,16,,,,,,,,,,,18.0625,0.564453125,5.66988092298052
858,"Microsoft Surface Laptop 6 15"" Touchscreen Notebook - Intel Core Ultra 7-16 GB - 256 GB SSD - English Keyboard - Black",20,4.3,0.0008912159527655545,out of stock,Microsoft,Surface Laptop 6,15.0,Black,256,Unknown,16,,,,,,,,,,,1.25,0.078125,3.044522437723423
859,"Dell Inspiron 7440 Business Laptop, Office Pro 2024 Lifetime License, 14"" FHD+ 2-in-1 Touchscreen, Intel 10-Core 7-150U, 32 GB DDR5 RAM, 1 TB SSD, Wi-Fi, Long Battery Life, Win 11 Pro, w/Accessories",516,2.6,8.355149557177074e-05,out of stock,Dell,2 in 1 laptop,14.0,Ice Blue,1024,Core i7,32,,,,,,,,,,,16.125,0.50390625,6.248042874508429
860,"HP Pavilion 15 Laptop, 15.6"" 1920 x 1080 Touchscreen, Intel Core i7-1165G7 4-Core, 32GB DDR4, 1TB SSD, Windows 11 Pro, Backlit Keyboard, Wi-Fi 6, Bluetooth 5, 720p HD Camera, Lunar Gold",199,4.3,0.0008912159527655545,out of stock,HP,Pavilion 15,15.6,Lunar Gold,1024,Core i7 Family,32,,,,,,,,,,,6.21875,0.1943359375,5.298317366548036
861,"MSI GF75 17.3"" Gaming Laptop, i5-10300H, 8GB, 128GB SSD+1TB",1999,4.6,0.00919066451289478,out of stock,MSI,GF75,17.3,Green,256,Corei5-10300H,8,,,,,,,,,,,249.875,7.80859375,7.600902459542082
862,"Dell G15 5530 Gaming Laptop, 2023, 15.6"" 1920 x 1080 165Hz, Intel Core i9-13900HX 24-Core, NVIDIA GeForce RTX 4060 8GB, 32GB DDR5, 1TB SSD, Windows 10 Pro, RGB Backlit KB, Wi-Fi 6, 720p Camera, Grey",199,4.3,0.0008912159527655545,out of stock,Dell,G15 5530,15.6,Dark Shadow Grey,1024,Intel Core i9,32,,,,,,,,,,,6.21875,0.1943359375,5.298317366548036
863,"ASUS Chromebook Vibe CX34 Flip Cloud Gaming Laptop with Stylus, 14"" 144 Hz Touch Display (1920x1200), Intel® Core™ i5-1235U Processor, 256GB SSD, 8GB RAM, ChromeOS, Pearl White, CX3401FBA-DH586T-S",769,3.8,0.0003063554837631593,In Stock,ASUS,Chromebook Vibe CX34 Flip,14.0,Pearl White,256,Core i5,8,,,,,,,,,,,96.125,3.00390625,6.646390514847729
864,"ASUS Vivobook 16 Laptop, 16” WUXGA 60Hz Display, Qualcomm Snapdragon X, Qualcomm Adreno GPU, 16GB RAM, 512GB SSD, Windows 11, Quiet Blue, X1607QA-DS54",749,4.3,0.0008912159527655545,In Stock,ASUS,Vivobook 16,16.0,Blue,868,Qualcomm Snapdragon S4 MSM8270,16,,,,,,,,,,,46.8125,0.8629032258064516,6.620073206530356
865,"Lenovo Slim 7 14IAP7 Laptop (2022) | 14"" 2880x1800 QHD+ | Core i7-1260P - 2TB SSD Hard Drive - 16GB RAM | 12 cores @ 4.7 GHz Win 10 Pro Silver",199,4.3,0.0008912159527655545,This item cannot be shipped to your selected delivery location. Please choose a different delivery location.,Lenovo,Lenovo Slim 7 14IAP7 Laptop,14.0,Black,2000,Core i7,16,,,,,,,,,,,12.4375,0.0995,5.298317366548036
866,"15.6 Inch Student Business Laptop Computer, 16GB RAM 512GB ROM, Intel N100 (Beat i5-7200U, Up to 3.4GHz), Windows 11 Pro with FHD IPS Display, WiFi 5, BT5, Type-C, HDMI, USB 3.2",299,5.0,5.5700997047847156e-05,In Stock,Akocrsiy,NE2151N-T,15.6,Silver,512,Intel N100,16,,,,,,,,,,,18.6875,0.583984375,5.703782474656201
867,"HP Envy x360 2-in-1 Laptop, 2023, 15.6"" 1920 x 1080 Touchscreen, Intel Core i7-1355U 10-Core, 32GB DDR4, 1TB SSD, Windows 11 Pro, Backlit Keyboard, Wi-Fi 6E, Bluetooth 5.3, Thunderbolt 4, Grey",739,4.3,0.0008912159527655545,out of stock,HP,Envy x360 2-in-1,15.6,Platinum Grey,1024,Core i7 Family,32,,,,,,,,,,,23.09375,0.7216796875,6.606650186198215
868,"HP 2024 Premium 14"" Micro-Edge Portable Laptop Student Business, Intel Quad-Core N4120, 16GB RAM, 320GB (64GB eMMC+ 256GB Card), Webcam, WiFi, Windows 11S + 1 Year Office 365, MarxsolAccessory White",309,3.0,0.0003620564808110065,In Stock,HP,Newest HP 14 Inch Laptop,14.0,White,64,Celeron N,16,,,,,,,,,,,19.3125,4.828125,5.736572297479192
869,"Gaming Laptop N5095, 15.6 Inch Laptop Computer, Laptops 16GB RAM 512GB SSD Laptop Gamer 180 Angle Opening Fingerprint Unlock Backlit Keyboard 1920X1080 IPS Mini-HDMI WiFi5 for Student Business Work",259,5.0,0.0001114019940956943,In Stock,KeeUiU,YEPBOOK,15.6,Silver,512,Celeron,16,,,,,,,,,,,16.1875,0.505859375,5.560681631015528
870,"14"" FHD Lightweight Laptop, Intel Celeron N3350 Laptop Computer, 6GB LPDDR4 RAM 320GB(64GB eMMC/256GB SSD), WI-FI 5, BT5.0, HD Camera, Windows 10 Laptop Computer for Home & Study",229,4.1,0.0006684119645741658,In Stock,BLUEING,BLNB147A,14.1,Gray,320,Celeron N3350,6,,,,,,,,,,,38.166666666666664,0.715625,5.438079308923196
871,"Lenovo V15 Gen 4 Business Laptop, 15.6"" FHD Screen, 13th Gen Intel 10 Cores i7-1355U up to 5.0GHz, 16GB RAM, 1TB PCIe SSD, HD Camera with Privacy Shutter, Wi-Fi, HDMI, Windows 11 Pro, Black",38,4.2,0.0023394418760095807,out of stock,Lenovo,Lenovo V15-IKB,15.6,Black,1024,Core i7 Family,16,,,,,,,,,,,2.375,0.037109375,3.6635616461296463
872,NewASUS Business & Student Laptop 14 inch FHD Display Intel.Pentium N6000 Processor 4GB 64GB eMMC Webcam Wi-Fi HDMI USB-C Number Touchpad up to 10 Hrs Long Battery Life Win 11 Home in S Mode Black,143,4.0,0.0008912159527655545,out of stock,BUYFLY,Laptop,14.0,Star Black,64,Pentium,4,,,,,,,,,,,35.75,2.234375,4.969813299576001
873,"ASUS 2024 Zenbook S 13 OLED Laptop, 13.3” OLED 3K 60Hz Display, Intel Evo Certified, Intel Core Ultra 7 155U CPU, Intel Graphics, 16GB RAM, 512GB SSD, Windows 11 Home, Basalt Gray, UX5304MA-ES71",1282,4.3,0.0030078538405837463,This item cannot be shipped to your selected delivery location. Please choose a different delivery location.,ASUS,Zenbook S 13,13.3,Basalt Grey,512,Core i7,16,,,,,,,,,,,80.125,2.50390625,7.1569563646156364
875,"Dell Inspiron 16 2-in-1 Laptop 16” Touchscreen LED Wide QXGA (Intel Core Ultra 7-155U, 32GB LPDDR5X, 1TB PCIe SSD, Intel Arc, Fingerprint Reader, Backlit KYB, Active Pen, Win 11 Pro)",516,4.0,8.355149557177074e-05,out of stock,Dell,Inspiron 16,16.0,Blue,1024,Core i7,32,,,,,,,,,,,16.125,0.50390625,6.248042874508429
876,"15.6 Inch Student Business Laptop Computer, LPDDR5 12GB RAM 1TB ROM, Intel N95 Processor(Up to 3.4GHz), Windows 11 Pro with FHD IPS Display, WiFi 5, Bluetooth 5.0, Type-C, HDMI, USB 3.2",288,4.5,0.0011140199409569432,out of stock,Akocrsiy,N95,15.6,Gray,1024,Celeron,12,,,,,,,,,,,24.0,0.28125,5.666426688112432
